,maximum price for this item in all shops,the shops id that sold this item at maximum price,amount in all months
13680,399.0,25,17.0
13681,1199.0,25,1.0
13682,1149.0,25,18.0
13683,599.0,25,14.0
13684,949.0,28,1.0
13685,1129.0,9,24.0
13686,1099.0,25,2.0
13687,1799.0,25,23.0
13688,999.0,25,32.0
13689,999.56,20,13.0
13690,599.0,25,24.0
13691,1129.0,12,1.0
13692,949.0,25,3.0
13693,849.0,25,4.0
13694,949.0,9,12.0
13695,899.0,25,8.0
13696,899.0,31,8.0
13697,899.0,31,25.0
13698,899.0,25,10.0
13699,599.0,42,14.0
13700,899.0,25,6.0
13701,899.0,16,11.0
13702,899.0,31,5.0
13703,1499.0,25,13.0
13704,899.0,15,5.0
13705,899.0,25,7.0
13706,899.0,25,13.0
13707,999.0,25,15.0
13708,899.0,57,6.0
13709,999.0,25,16.0
13710,899.0,25,7.0
13711,999.0,59,1.0
13712,899.0,25,7.0
13713,899.0,54,2.0
13714,1199.0,31,4.0
13715,949.0,9,12.0
13716,229.0,31,29.0
13717,229.0,31,44.0
13718,229.0,31,24.0
13719,229.0,25,24.0
13720,229.0,31,28.0
13721,229.0,25,51.0
13722,229.0,25,46.0
13723,229.0,31,30.0
13724,199.0,9,19.0
13725,199.0,25,10.0
13726,199.0,57,8.0
13727,199.1675,20,8.0
13728,199.0,9,22.0
13729,114.0,10,2.0
13730,98.0,10,1.0
13731,299.0,31,7.0
13732,399.0,55,24.0
13733,499.0,25,15.0
13734,460.0,55,3.0
13735,599.0,31,60.0
13736,599.0,31,67.0
13737,27.0,0,1.0
13738,6500.0,12,3.0
13739,329.0,25,16.0
13740,299.0,25,1.0
13741,1599.0,38,40.0
13742,999.0,20,15.0
13743,499.0,42,12.0
13744,1399.0,9,11.0
13746,799.0,31,18.0
13747,799.0,28,19.0
13748,999.0,42,7.0
13749,58.0,22,1.0
13750,99.0,55,1.0
13751,6399.0,20,1.0
13752,6399.0,20,1.0
13753,2490.0,12,653.0
13754,1440.0,12,277.0
13755,329.0,31,25.0
13756,149.0,54,2.0
13757,149.0,25,3.0
13758,149.0,31,4.0
13759,149.0,31,4.0
13760,149.0,31,3.0
13761,149.0,25,2.0
13762,149.0,31,5.0
13763,149.0,31,2.0
13764,149.0,44,2.0
13765,149.0,31,3.0
13766,149.0,25,3.0
13767,149.0,31,5.0
13768,149.0,31,3.0
13769,149.0,31,4.0
13770,149.0,31,4.0
13771,149.0,31,3.0
13772,149.0,31,3.0
13773,149.0,25,5.0
13774,149.0,31,3.0
13775,149.0,31,2.0
13776,149.0,28,2.0
13777,149.0,31,4.0
13778,149.0,27,1.0
13779,149.0,25,3.0
13780,149.0,31,5.0
13781,149.0,44,3.0
13782,149.0,31,6.0
13783,299.0,25,20.0
13784,149.0,57,33.0
13785,199.0,25,21.0
13786,399.0,31,20.0
13787,349.0,31,34.0
13788,299.0,25,5.0
13789,199.0,25,23.0
13790,149.0,31,23.0
13791,549.0,54,5.0
13792,149.0,31,11.0
13793,58.0,37,1.0
13794,149.0,8,1.0
13795,149.0,31,5.0
13796,199.0,25,5.0
13797,229.0,31,27.0
13798,1099.0,6,1.0
13799,27.0,0,1.0
13800,58.0,12,1.0
13801,58.0,54,1.0
13802,499.0,31,79.0
13803,799.0,42,19.0
13806,149.0,25,5.0
13807,249.0,41,2.0
13808,299.0,16,4.0
13809,999.0,25,38.0
13810,1599.0,28,15.0
13811,399.0,31,278.0
13812,149.0,31,59.0
13813,148.0,28,1.0
13814,199.0,31,9.0
13815,349.0,25,4.0
13816,249.0,31,16.0
13817,149.0,31,45.0
13818,999.0,31,5.0
13819,399.0,31,9.0
13820,999.0,31,9.0
13821,499.0,42,6.0
13822,249.0,28,22.0
13823,249.0,31,13.0
13824,169.0,57,27.0
13825,999.0,42,17.0
13826,749.0,28,17.0
13827,169.0,31,58.0
13828,399.0,28,116.0
13829,349.0,54,35.0
13830,549.0,27,4.0
13831,399.0,25,16.0
13832,399.0,25,9.0
13833,749.0,54,9.0
13834,169.0,31,69.0
13835,199.0,25,9.0
13836,549.0,27,2.0
13837,169.0,31,24.0
13838,299.0,25,2.0
13839,399.0,54,9.0
13840,499.0,57,1.0
13841,399.0,54,4.0
13842,199.0,31,8.0
13843,199.0,31,4.0
13844,28.0,32,1.0
13845,395.12,42,1.0
13847,1399.0,56,3.0
13848,28.0,54,1.0
13849,1399.0,25,10.0
13850,699.0,31,26.0
13851,399.0,31,101.0
13852,1399.0,31,16.0
13853,1999.0,31,13.0
13854,599.0,31,78.0
13855,1199.0,28,4.0
13856,399.0,54,46.0
13857,199.0,25,1.0
13858,98.0,54,1.0
13859,349.0,31,83.0
13860,549.0,31,28.0
13861,149.0,31,17.0
13862,198.0,21,1.0
13863,499.0,31,4.0
13864,149.0,25,14.0
13865,1099.0,17,2.0
13866,1099.0,43,1.0
13867,349.0,25,39.0
13868,299.0,54,45.0
13869,349.0,25,33.0
13870,249.0,54,14.0
13871,349.0,31,11.0
13872,499.0,31,10.0
13873,399.0,25,20.0
13874,149.0,25,5.0
13875,1599.0,25,6.0
13876,199.0,6,3.0
13877,98.0,4,1.0
13878,199.0,31,31.0
13879,169.0,28,17.0
13880,229.0,31,97.0
13881,659.0,28,228.0
13882,299.0,54,2.0
13883,199.0,31,10.0
13884,299.0,28,12.0
13885,299.0,25,1.0
13886,449.0,6,1.0
13887,2199.0,17,1.0
13888,399.0,31,153.0
13889,229.0,31,119.0
13890,399.0,31,70.0
13891,549.0,28,7.0
13892,349.0,25,13.0
13893,229.0,28,27.0
13894,229.0,31,27.0
13895,199.0,28,7.0
13896,229.0,31,23.0
13897,299.0,54,5.0
13898,299.0,25,5.0
13899,499.0,25,29.0
13900,1349.0,6,9.0
13901,399.0,31,135.0
13902,58.0,25,2.0
13903,229.0,31,28.0
13904,1349.0,25,3.0
13905,349.0,31,12.0
13906,399.0,31,17.0
13907,149.0,31,8.0
13908,1249.0,57,1.0
13909,248.0,25,3.0
13910,249.0,6,1.0
13911,149.0,54,6.0
13912,349.0,54,3.0
13913,499.0,28,1.0
13914,149.0,31,25.0
13915,149.0,31,23.0
13916,399.0,25,6.0
13917,149.0,31,6.0
13918,28.0,31,1.0
13919,499.0,46,3.0
13920,349.0,21,1.0
13921,499.0,15,4.0
13922,399.0,54,12.0
13923,169.0,31,146.0
13924,399.0,31,3.0
13925,149.0,57,8.0
13926,149.0,54,9.0
13927,149.0,54,7.0
13928,149.0,54,3.0
13929,499.0,54,6.0
13930,399.0,57,27.0
13931,749.0,25,7.0
13932,149.0,57,6.0
13933,199.0,31,10.0
13934,199.0,42,4.0
13935,399.0,25,68.0
13936,699.0,42,38.0
13937,149.0,25,10.0
13938,198.0,25,1.0
13939,149.0,54,4.0
13940,199.0,54,5.0
13941,199.0,28,15.0
13942,58.0,18,1.0
13943,98.0,16,1.0
13944,249.0,28,12.0
13945,399.0,37,5.0
13946,169.0,57,41.0
13947,399.0,27,3.0
13948,169.0,57,24.0
13949,329.0,54,3.0
13950,148.0,24,1.0
13951,499.0,31,26.0
13952,249.0,31,15.0
13953,249.0,31,8.0
13954,249.0,31,11.0
13955,249.0,31,10.0
13956,249.0,31,9.0
13957,249.0,31,18.0
13958,549.0,25,29.0
13959,149.0,31,19.0
13960,249.0,31,2.0
13961,649.0,42,3.0
13962,58.0,31,5.0
13963,148.0,54,2.0
13964,1549.0,31,1.0
13965,1399.0,6,5.0
13966,1399.0,37,1.0
13967,198.0,25,3.0
13968,199.0,31,39.0
13969,349.0,50,5.0
13970,149.0,25,17.0
13971,299.0,31,33.0
13972,149.0,31,8.0
13973,1399.0,28,6.0
13974,999.0,31,15.0
13975,999.0,31,7.0
13976,399.0,31,37.0
13977,149.0,31,7.0
13978,149.0,31,10.0
13979,149.0,31,9.0
13980,299.0,42,13.0
13981,1399.0,57,2.0
13982,1399.0,57,1.0
13983,1399.0,57,2.0
13984,298.0,54,1.0
13985,198.0,16,1.0
13986,298.0,25,1.0
13987,148.0,54,1.0
13988,249.0,31,14.0
13989,149.0,31,7.0
13990,58.0,37,1.0
13991,249.0,31,3.0
13992,249.0,31,7.0
13993,999.0,31,7.0
13994,249.0,54,4.0
13995,149.0,31,7.0
13996,149.0,29,15.0
13997,149.0,31,46.0
13998,149.0,31,41.0
13999,149.0,58,8.0
14000,299.0,31,5.0
14001,149.0,56,8.0
14002,149.0,31,7.0
14003,299.0,54,3.0
14004,249.0,31,9.0
14005,149.0,31,7.0
14006,149.0,31,7.0
14007,249.0,31,5.0
14008,149.0,31,9.0
14009,299.0,31,3.0
14010,98.0,37,1.0
14011,149.0,29,9.0
14012,249.0,31,6.0
14013,249.0,31,4.0
14014,299.0,31,6.0
14015,149.0,31,10.0
14016,249.0,54,3.0
14017,549.0,54,12.0
14018,449.0,31,28.0
14019,349.0,31,482.0
14020,549.0,31,137.0
14021,149.0,58,12.0
14022,149.0,57,7.0
14023,149.0,58,6.0
14024,149.0,58,17.0
14025,149.0,57,9.0
14026,149.0,57,14.0
14027,349.0,25,7.0
14028,249.0,31,9.0
14029,199.0,47,3.0
14030,28.0,31,1.0
14031,149.0,25,11.0
14032,149.0,54,3.0
14033,249.0,25,5.0
14034,28.0,54,1.0
14035,58.0,54,3.0
14036,248.0,6,1.0
14037,149.0,31,48.0
14038,149.0,31,12.0
14039,149.0,31,48.0
14040,149.0,31,8.0
14041,149.0,31,39.0
14042,149.0,31,31.0
14043,149.0,31,59.0
14044,399.0,25,8.0
14045,349.0,25,10.0
14046,399.0,26,1.0
14047,549.0,25,6.0
14048,349.0,54,24.0
14049,549.0,25,11.0
14050,349.0,25,44.0
14051,499.0,30,3.0
14052,349.0,31,29.0
14053,399.0,31,12.0
14054,399.0,28,59.0
14055,399.0,54,4.0
14056,599.0,4,1.0
14057,299.0,28,8.0
14058,69.0,25,2.0
14059,349.0,31,3.0
14060,149.0,25,19.0
14061,349.0,31,3.0
14062,149.0,31,24.0
14063,749.0,28,1.0
14064,249.0,31,6.0
14065,169.0,31,60.0
14066,149.0,31,83.0
14067,149.0,25,2.0
14068,299.0,38,1.0
14069,149.0,31,5.0
14070,58.0,31,2.0
14071,28.0,54,2.0
14072,58.0,57,3.0
14073,399.0,28,32.0
14074,699.0,25,8.0
14075,349.0,31,19.0
14076,149.0,25,8.0
14077,349.0,25,13.0
14078,399.0,31,19.0
14079,349.0,28,28.0
14080,549.0,25,6.0
14081,149.0,31,7.0
14082,349.0,28,1.0
14083,399.0,25,3.0
14084,299.0,4,1.0
14085,98.0,25,4.0
14086,28.0,23,1.0
14087,399.0,57,33.0
14088,749.0,25,9.0
14089,28.0,28,1.0
14090,198.0,25,3.0
14091,399.0,31,25.0
14092,549.0,25,9.0
14093,149.0,31,15.0
14094,149.0,31,9.0
14095,199.0,25,2.0
14096,149.0,54,6.0
14097,149.0,31,2.0
14098,299.0,31,11.0
14099,1399.0,26,1.0
14100,1399.0,25,2.0
14101,449.0,31,36.0
14102,749.0,42,11.0
14103,229.0,31,36.0
14104,199.0,54,11.0
14105,3599.0,12,1.0
14106,2349.0,54,3.0
14107,28.0,27,1.0
14108,3299.0,12,8.0
14109,249.0,31,44.0
14110,149.0,57,6.0
14111,199.0,57,4.0
14112,799.0,31,5.0
14113,149.0,57,5.0
14114,449.0,25,11.0
14115,149.0,54,5.0
14116,399.0,54,6.0
14117,1499.0,31,26.0
14118,799.0,31,36.0
14119,149.0,31,48.0
14120,449.0,31,23.0
14121,599.0,18,1.0
14122,699.0,57,29.0
14123,1549.0,25,15.0
14124,949.0,21,4.0
14125,1999.0,31,20.0
14126,399.0,31,79.0
14127,999.0,28,23.0
14128,699.0,25,40.0
14129,249.0,25,26.0
14130,399.0,54,8.0
14131,148.0,31,1.0
14132,251.82,27,1.0
14133,98.0,52,1.0
14134,299.0,19,1.0
14135,299.0,53,1.0
14136,1999.0,25,17.0
14137,299.0,31,11.0
14138,599.0,54,10.0
14139,149.0,54,2.0
14140,299.0,25,18.0
14141,498.0,37,1.0
14142,399.0,31,108.0
14143,699.0,25,54.0
14144,249.0,54,1.0
14145,299.0,25,15.0
14146,1099.0,25,4.0
14147,299.0,31,44.0
14148,249.0,25,15.0
14149,499.0,25,2.0
14150,249.0,44,2.0
14151,2999.0,20,5.0
14152,3199.0,27,14.0
14153,3199.0,31,5.0
14154,58.0,44,1.0
14155,249.0,54,5.0
14156,27.0,0,2.0
14157,1899.0,7,9.0
14158,449.0,57,53.0
14159,599.0,3,3.0
14160,2199.0,18,17.0
14161,249.0,25,6.0
14162,249.0,54,3.0
14163,299.0,42,21.0
14164,329.0,31,63.0
14165,299.0,54,4.0
14166,299.0,31,2.0
14167,249.0,28,34.0
14168,295.0,55,2.0
14169,349.0,6,7.0
14170,27900.0,12,1.0
14171,12900.0,12,1.0
14172,4900.0,22,2.0
14173,40900.0,12,1.0
14174,249.0,54,6.0
14175,1499.0,31,15.0
14176,999.0,42,17.0
14177,249.0,31,8.0
14178,299.0,31,16.0
14179,28.0,35,1.0
14180,349.0,25,7.0
14181,28.0,54,1.0
14182,399.0,28,3.0
14183,449.0,31,4.0
14184,349.0,25,1.0
14185,349.0,31,6.0
14186,399.0,16,1.0
14187,249.0,37,1.0
14188,299.0,31,10.0
14189,349.0,31,14.0
14190,349.0,31,12.0
14191,299.0,31,12.0
14192,299.0,31,12.0
14193,299.0,31,5.0
14194,299.0,31,14.0
14195,195.0,55,31.0
14196,249.0,6,1.0
14197,199.0,55,56.0
14198,195.0,55,25.0
14199,195.0,55,35.0
14200,195.0,55,31.0
14201,145.0,55,35.0
14202,145.0,55,61.0
14203,145.0,55,40.0
14204,145.0,55,36.0
14205,145.0,55,36.0
14206,249.0,22,1.0
14207,195.0,55,54.0
14208,195.0,55,31.0
14209,349.0,54,7.0
14210,349.0,54,5.0
14211,349.0,54,6.0
14212,349.0,54,7.0
14213,349.0,54,6.0
14214,299.0,54,2.0
14215,299.0,31,81.0
14216,299.0,31,39.0
14217,299.0,31,62.0
14218,299.0,31,21.0
14219,299.0,31,13.0
14220,299.0,31,21.0
14221,299.0,31,36.0
14222,299.0,25,30.0
14223,299.0,31,40.0
14224,299.0,31,17.0
14225,98.0,31,1.0
14226,299.0,31,35.0
14227,99.0,58,315.0
14228,99.0,31,142.0
14229,99.0,57,122.0
14230,149.0,6,17.0
14231,149.0,31,15.0
14232,249.0,25,3.0
14233,349.0,54,10.0
14234,148.0,16,4.0
14235,299.0,54,4.0
14236,148.0,18,1.0
14237,299.0,31,8.0
14238,298.0,2,1.0
14239,149.0,31,28.0
14240,349.0,25,11.0
14241,399.0,25,19.0
14242,149.0,31,8.0
14243,399.0,25,41.0
14244,699.0,25,3.0
14245,149.0,31,15.0
14246,1949.0,25,3.0
14247,229.0,31,101.0
14248,299.0,31,8.0
14249,229.0,31,49.0
14250,299.0,31,15.0
14251,2999.0,54,2.0
14252,229.0,31,44.0
14253,1299.0,28,1.0
14254,599.0,31,40.0
14255,749.0,54,10.0
14256,499.0,25,16.0
14257,149.0,31,7.0
14258,1749.0,31,30.0
14259,499.0,31,10.0
14260,149.0,31,14.0
14261,399.0,31,114.0
14262,999.0,57,14.0
14263,1749.0,54,5.0
14264,999.0,57,13.0
14265,199.0,57,16.0
14266,199.0,31,36.0
14267,229.0,31,28.0
14268,299.0,31,30.0
14269,149.0,17,1.0
14270,149.0,28,5.0
14271,198.0,25,3.0
14272,499.0,54,2.0
14273,149.0,31,8.0
14274,399.0,25,12.0
14275,349.0,31,46.0
14276,349.0,56,7.0
14277,229.0,44,4.0
14278,699.0,25,10.0
14279,1749.0,25,6.0
14280,349.0,31,42.0
14281,3299.0,12,2.0
14282,349.0,25,15.0
14283,349.0,25,66.0
14284,349.0,25,11.0
14285,399.0,31,1.0
14286,399.0,28,6.0
14287,58.0,31,1.0
14288,299.0,57,4.0
14289,199.0,31,31.0
14290,249.0,12,22.0
14291,199.0,31,8.0
14292,149.0,31,19.0
14293,149.0,31,12.0
14294,399.0,31,6.0
14295,499.0,57,4.0
14296,399.0,31,156.0
14297,549.0,25,24.0
14298,149.0,31,20.0
14299,349.0,31,10.0
14300,399.0,25,17.0
14301,599.0,26,1.0
14302,599.0,15,1.0
14303,399.0,31,16.0
14304,149.0,54,20.0
14305,449.0,31,141.0
14306,1449.0,31,29.0
14307,749.0,28,41.0
14308,169.0,31,86.0
14309,199.0,25,5.0
14310,199.0,31,22.0
14311,199.0,54,1.0
14312,229.0,31,36.0
14313,229.0,31,41.0
14314,1349.0,12,2.0
14315,169.0,31,7.0
14316,28.0,31,1.0
14317,149.0,54,6.0
14318,249.0,31,15.0
14319,398.0,25,5.0
14320,169.0,31,120.0
14321,249.0,31,11.0
14322,99.0,31,7.0
14323,99.0,31,13.0
14324,98.0,28,2.0
14325,199.0,28,3.0
14326,248.0,27,1.0
14327,499.0,22,1.0
14328,149.0,31,19.0
14329,148.0,54,2.0
14330,399.0,54,3.0
14331,999.0,31,3.0
14332,149.0,31,31.0
14333,1599.0,25,20.0
14334,399.0,54,70.0
14335,999.0,31,13.0
14336,149.0,31,13.0
14337,399.0,31,74.0
14338,499.0,31,34.0
14339,149.0,31,5.0
14340,149.0,31,17.0
14341,399.0,31,10.0
14342,198.0,18,1.0
14343,499.0,25,11.0
14344,198.0,18,2.0
14345,399.0,28,8.0
14346,399.0,54,88.0
14347,449.0,28,9.0
14348,799.0,24,2.0
14349,329.0,25,3.0
14350,399.0,31,31.0
14351,549.0,27,11.0
14352,149.0,31,10.0
14353,149.0,25,13.0
14354,199.0,25,17.0
14355,399.0,28,3.0
14356,248.0,31,3.0
14357,298.0,15,1.0
14358,198.0,25,3.0
14359,499.0,31,11.0
14360,399.0,31,8.0
14361,399.0,31,12.0
14362,1399.0,22,2.0
14363,249.0,31,23.0
14364,249.0,31,4.0
14365,249.0,42,3.0
14366,349.0,42,2.0
14367,399.0,25,6.0
14368,149.0,57,6.0
14369,299.0,57,1.0
14370,299.0,25,5.0
14371,230.27,16,1.0
14372,58.0,27,1.0
14373,199.0,31,3.0
14374,299.0,28,28.0
14375,399.0,19,1.0
14376,98.0,25,5.0
14377,199.0,19,10.0
14378,189.0,54,1.0
14379,248.0,54,1.0
14380,149.0,31,9.0
14381,199.0,31,5.0
14382,349.0,54,75.0
14384,499.0,25,28.0
14385,149.0,31,21.0
14386,149.0,31,64.0
14387,149.0,31,14.0
14388,398.0,54,1.0
14389,169.0,31,99.0
14390,169.0,31,105.0
14391,199.0,57,30.0
14392,499.0,57,11.0
14393,399.0,25,4.0
14394,198.0,18,1.0
14395,98.0,54,1.0
14396,299.0,42,26.0
14397,149.0,31,13.0
14398,499.0,37,4.0
14399,28.0,31,1.0
14400,999.0,18,3.0
14401,1999.0,54,6.0
14402,2999.0,42,12.0
14403,349.0,57,8.0
14404,299.0,25,4.0
14405,149.0,31,4.0
14406,249.0,18,4.0
14407,249.0,25,16.0
14408,149.0,31,49.0
14409,399.0,57,20.0
14410,199.0,28,14.0
14411,349.0,25,3.0
14412,349.0,54,31.0
14413,549.0,31,17.0
14414,149.0,54,1.0
14415,349.0,26,1.0
14416,699.0,25,15.0
14417,149.0,31,20.0
14418,399.0,54,24.0
14419,699.0,31,12.0
14420,1249.0,37,1.0
14421,349.0,31,13.0
14422,349.0,31,9.0
14423,599.0,31,39.0
14424,298.0,41,1.0
14425,549.0,41,1.0
14426,299.0,58,15.0
14427,149.0,31,6.0
14428,149.0,31,39.0
14429,299.0,57,100.0
14430,169.0,58,85.0
14431,299.0,31,2.0
14432,149.0,58,93.0
14433,299.0,54,65.0
14434,149.0,58,73.0
14435,299.0,57,46.0
14436,169.0,58,73.0
14437,349.0,31,55.0
14438,299.0,54,3.0
14439,149.0,58,53.0
14440,299.0,57,37.0
14441,149.0,31,10.0
14442,299.0,58,30.0
14443,149.0,58,25.0
14444,299.0,28,35.0
14445,149.0,58,24.0
14446,399.0,31,91.0
14447,499.0,31,182.0
14448,249.0,23,1.0
14449,149.0,58,37.0
14450,98.0,7,1.0
14451,249.0,31,94.0
14452,148.0,43,1.0
14453,149.0,31,7.0
14454,299.0,31,71.0
14455,169.0,58,37.0
14456,249.0,54,8.0
14457,349.0,58,60.0
14458,299.0,31,128.0
14459,198.0,18,1.0
14460,499.0,25,4.0
14461,299.0,28,5.0
14462,149.0,54,6.0
14463,149.0,54,6.0
14464,149.0,31,10.0
14465,299.0,28,4.0
14466,299.0,42,2.0
14467,299.0,6,1.0
14468,249.0,31,3.0
14469,249.0,54,4.0
14470,299.0,31,39.0
14471,499.0,54,3.0
14472,499.0,31,11.0
14473,799.0,54,4.0
14474,249.0,31,3.0
14475,799.0,35,1.0
14476,299.0,25,6.0
14477,499.0,31,7.0
14478,198.0,31,1.0
14479,799.0,54,9.0
14480,249.0,42,3.0
14481,249.0,25,12.0
14482,349.0,54,3.0
14483,248.0,31,5.0
14484,98.0,31,6.0
14485,399.0,54,69.0
14486,149.0,31,18.0
14487,399.0,56,3.0
14488,399.0,56,3.0
14489,399.0,27,1.0
14490,248.0,31,6.0
14491,349.0,57,4.0
14492,399.0,31,4.0
14493,349.0,57,8.0
14494,399.0,25,4.0
14495,399.0,28,6.0
14496,349.0,57,4.0
14497,399.0,58,6.0
14498,399.0,25,5.0
14499,28.0,54,1.0
14500,549.0,42,30.0
14501,149.0,31,29.0
14502,2199.0,14,1.0
14503,399.0,27,4.0
14504,499.0,25,7.0
14505,149.0,31,20.0
14506,399.0,57,14.0
14507,58.0,57,2.0
14508,148.0,42,1.0
14509,28.0,47,1.0
14510,149.0,31,19.0
14511,199.0,54,4.0
14512,199.0,50,5.0
14513,349.0,57,3.0
14514,499.0,54,3.0
14515,149.0,31,8.0
14516,149.0,31,8.0
14517,199.0,31,25.0
14518,199.0,54,18.0
14519,98.0,30,2.0
14520,1299.0,6,1.0
14522,199.0,25,23.0
14523,149.0,31,21.0
14524,299.0,31,11.0
14525,499.0,25,11.0
14526,299.0,31,22.0
14527,299.0,6,12.0
14528,199.0,28,7.0
14529,1099.0,54,4.0
14530,999.0,54,6.0
14531,199.0,31,20.0
14532,249.0,25,37.0
14533,199.0,54,4.0
14534,98.0,54,1.0
14535,149.0,54,3.0
14536,549.0,31,13.0
14537,149.0,54,4.0
14538,999.0,50,1.0
14539,149.0,31,29.0
14540,399.0,25,67.0
14541,549.0,54,9.0
14542,149.0,31,21.0
14543,499.0,46,1.0
14544,149.0,31,4.0
14545,199.0,31,25.0
14546,499.0,25,7.0
14547,899.0,39,1.0
14548,249.0,31,7.0
14549,149.0,31,50.0
14550,149.0,31,117.0
14551,349.0,54,76.0
14552,499.0,31,31.0
14553,149.0,31,37.0
14554,199.0,52,2.0
14555,58.0,52,1.0
14556,349.0,31,1.0
14557,349.0,57,5.0
14558,58.0,37,1.0
14559,149.0,54,3.0
14560,198.0,54,3.0
14561,149.0,31,6.0
14562,149.0,16,4.0
14563,149.0,31,3.0
14564,149.0,54,4.0
14565,148.0,54,4.0
14566,249.0,54,4.0
14567,149.0,31,7.0
14568,249.0,6,2.0
14569,149.0,31,5.0
14570,198.0,16,1.0
14571,198.0,24,1.0
14572,349.0,54,5.0
14573,199.0,31,10.0
14574,349.0,31,182.0
14575,599.0,25,52.0
14576,149.0,31,36.0
14577,100.0,54,1.0
14578,549.0,31,2.0
14579,149.0,54,4.0
14580,399.0,31,6.0
14581,169.0,57,31.0
14582,149.0,54,4.0
14583,299.0,57,12.0
14584,199.0,31,4.0
14585,299.0,25,1.0
14586,399.0,54,10.0
14587,399.0,25,8.0
14588,299.0,25,3.0
14589,148.0,54,2.0
14590,149.0,54,4.0
14591,149.0,54,3.0
14592,199.0,31,3.0
14593,349.0,54,7.0
14594,1199.0,27,8.0
14595,649.0,31,15.0
14596,349.0,28,33.0
14597,399.0,31,27.0
14598,499.0,25,20.0
14599,149.0,31,9.0
14600,58.0,52,1.0
14601,199.0,25,11.0
14602,399.0,25,5.0
14603,499.0,25,8.0
14604,149.0,31,20.0
14605,249.0,31,3.0
14606,149.0,31,11.0
14607,149.0,31,33.0
14608,28.0,38,2.0
14609,897.0,31,1.0
14610,179.0,25,14.0
14611,179.0,54,66.0
14612,179.0,31,219.0
14613,2149.0,25,2.0
14614,590.0,46,1.0
14615,569.0,38,1.0
14616,179.0,2,3.0
14617,229.0,54,28.0
14618,1999.0,57,2.0
14619,179.0,21,4.0
14620,179.0,42,9.0
14621,1999.0,38,2.0
14622,179.0,42,13.0
14623,1999.0,42,1.0
14624,299.0,42,2.0
14625,199.0,31,4.0
14626,169.0,31,15.0
14627,229.0,31,22.0
14628,229.0,31,21.0
14629,1399.0,25,12.0
14630,199.0,25,4.0
14631,1249.0,6,3.0
14632,1249.0,6,2.0
14633,399.0,31,3.0
14634,248.0,25,1.0
14635,148.0,31,2.0
14636,98.0,31,2.0
14637,28.0,47,1.0
14638,98.0,54,1.0
14639,98.0,6,1.0
14640,58.0,25,3.0
14641,349.0,25,2.0
14642,499.0,38,1.0
14643,399.0,25,12.0
14644,549.0,31,7.0
14645,149.0,14,1.0
14646,149.0,31,12.0
14649,499.0,25,15.0
14650,28.0,54,2.0
14651,199.0,56,2.0
14652,349.0,31,19.0
14653,149.0,31,15.0
14654,549.0,31,30.0
14655,499.0,22,1.0
14656,499.0,57,3.0
14657,28.0,31,1.0
14658,149.0,31,36.0
14659,199.0,57,8.0
14660,199.0,31,11.0
14661,199.0,31,13.0
14663,229.0,31,41.0
14664,449.0,31,28.0
14665,199.0,31,10.0
14666,199.0,6,10.0
14667,199.0,31,12.0
14668,399.0,31,27.0
14669,169.0,57,7.0
14670,199.0,31,18.0
14671,1349.0,26,1.0
14672,229.0,56,15.0
14673,399.0,31,10.0
14674,28.0,23,1.0
14675,169.0,54,1.0
14676,1248.0,22,1.0
14677,28.0,31,1.0
14678,229.0,31,29.0
14679,349.0,54,1.0
14680,28.0,25,1.0
14681,169.0,54,1.0
14682,28.0,25,1.0
14683,28.0,29,1.0
14684,28.0,18,1.0
14685,199.0,16,4.0
14686,198.0,28,2.0
14687,199.0,31,9.0
14688,28.0,15,1.0
14689,28.0,54,2.0
14690,249.0,31,37.0
14691,1349.0,25,18.0
14692,58.0,25,1.0
14693,58.0,25,8.0
14694,28.0,18,2.0
14695,549.0,25,16.0
14696,399.0,54,11.0
14697,349.0,31,2.0
14698,149.0,25,2.0
14699,149.0,46,1.0
14700,58.0,18,1.0
14701,28.0,30,1.0
14702,149.0,25,5.0
14703,149.0,31,7.0
14704,199.0,12,5.0
14705,249.0,25,2.0
14706,188.0,51,3.0
14707,199.0,54,1.0
14708,299.0,25,3.0
14709,898.85,25,1.0
14710,399.0,57,52.0
14711,699.0,57,8.0
14712,499.0,57,6.0
14713,149.0,31,15.0
14714,149.0,54,11.0
14715,149.0,31,12.0
14716,149.0,31,24.0
14717,299.0,57,39.0
14718,299.0,57,49.0
14719,149.0,31,19.0
14720,149.0,54,14.0
14721,299.0,57,18.0
14722,299.0,31,16.0
14723,299.0,58,16.0
14724,299.0,31,15.0
14725,98.0,52,1.0
14726,499.0,54,3.0
14727,149.0,30,2.0
14728,149.0,31,2.0
14729,399.0,19,2.0
14730,399.0,54,218.0
14731,499.0,25,19.0
14732,349.0,25,8.0
14733,149.0,31,77.0
14734,249.0,31,11.0
14735,399.0,25,13.0
14736,399.0,31,3.0
14737,349.0,57,7.0
14738,349.0,31,4.0
14740,499.0,31,19.0
14741,149.0,57,12.0
14742,98.0,54,2.0
14743,149.0,25,5.0
14744,198.0,25,1.0
14745,379.0,31,2.0
14746,1499.0,25,5.0
14747,248.0,54,1.0
14748,149.0,31,13.0
14749,549.0,54,6.0
14750,149.0,25,5.0
14751,399.0,25,8.0
14752,399.0,31,170.0
14753,1999.0,31,9.0
14754,899.0,31,38.0
14755,149.0,31,87.0
14756,399.0,54,18.0
